name,price,image_url,image_name
JBL SOUNDBAR 2.1 DEEP BASS MK2,44400,https://www.avicomm.co.ke/wp-content/uploads/2024/04/JBLBar2p1DeepBassMK2_1605x1605_WEB_HERO.webp,JBLBar2p1DeepBassMK2_1605x1605_WEB_HERO.webp
JBL SoundBar 500MK2,84000,https://www.avicomm.co.ke/wp-content/uploads/2025/07/LS_JBL_BAR_500MK2_HERO_BLACK_0205_x4.webp,LS_JBL_BAR_500MK2_HERO_BLACK_0205_x4.webp
JBL SoundBar 800MK2,113800,https://www.avicomm.co.ke/wp-content/uploads/2025/07/LS_JBL_BAR_800MK2_HERO_1_0185_x3.webp,LS_JBL_BAR_800MK2_HERO_1_0185_x3.webp
JBL Soundgear Clips,16800,https://www.avicomm.co.ke/wp-content/uploads/2026/02/01.webp,01.webp
JBL Tour One M2,33600,https://www.avicomm.co.ke/wp-content/uploads/2025/03/JBL-Tour-One-M2.jpg,JBL-Tour-One-M2.jpg
JBL Tour One M3 Smart Tx,45600,https://www.avicomm.co.ke/wp-content/uploads/2025/08/LS_JBL_Tour_One_M3-Smart-Tx_Product-Image_Hero_Black_Friends.webp,LS_JBL_Tour_One_M3-Smart-Tx_Product-Image_Hero_Black_Friends.webp
JBL TUNE 520BT,4400,https://www.avicomm.co.ke/wp-content/uploads/2024/04/01.JBL_Tune-520BT_Product-Image_Hero_Black.png,01.JBL_Tune-520BT_Product-Image_Hero_Black.png
JBL Tune 680NC,9500,https://www.avicomm.co.ke/wp-content/uploads/2026/02/JBL-Tune-680NC-3.jpg,JBL-Tune-680NC-3.jpg
JBL TUNE 720BT,6300,https://www.avicomm.co.ke/wp-content/uploads/2024/04/01.JBL_Tune-720BT_Product-Image_Hero_Black.png,01.JBL_Tune-720BT_Product-Image_Hero_Black.png
JBL TUNE 770NC,9000,https://www.avicomm.co.ke/wp-content/uploads/2024/04/1.JBL_Tune_770NC_Product-Image_Hero_Black.png,1.JBL_Tune_770NC_Product-Image_Hero_Black.png
JBL Tune 780NC,10200,https://www.avicomm.co.ke/wp-content/uploads/2026/01/01.webp,01.webp
JBL Tune Beam 2 – Black,10500,https://www.avicomm.co.ke/wp-content/uploads/2025/05/01-2.webp,01-2.webp
JBL Tune Buds 2 – Black,10500,https://www.avicomm.co.ke/wp-content/uploads/2025/05/01-1.webp,01-1.webp
JBL Wireless Microphone,15400,https://www.avicomm.co.ke/wp-content/uploads/2025/02/65af7669a6f60.jpeg,65af7669a6f60.jpeg
JBL Xtreme 4 PORTABLE WIRELESS SPEAKER,36600,https://www.avicomm.co.ke/wp-content/uploads/2024/12/JBL-Xtreme-4-Portable-Bluetooth-Speaker.jpg,JBL-Xtreme-4-Portable-Bluetooth-Speaker.jpg
Lenovo Idea Tab Plus – 12.1″ – 256GB+12GB – KB & S-pen,66200,https://www.avicomm.co.ke/wp-content/uploads/2026/03/Lenovo-Idea-Tab-plus-with-Folio-Keyboard-Pen.webp,Lenovo-Idea-Tab-plus-with-Folio-Keyboard-Pen.webp
LENOVO TAB K11 – 11″ – 128GB+8GB + CASE + PEN,42000,https://www.avicomm.co.ke/wp-content/uploads/2024/10/lenovo-tab-k11-with-folio-keyboard-s-pen-gadgets-nerd19-09-2024-1726743054.webp,lenovo-tab-k11-with-folio-keyboard-s-pen-gadgets-nerd19-09-2024-1726743054.webp
LENOVO TAB M11 – 11″ – 128GB|4GB + CASE + PEN,30900,https://www.avicomm.co.ke/wp-content/uploads/2024/10/Lenovo-Tab-M11-Android-Tablet-4GB-Memory-%E2%80%93-128GB-Storage-%E2%80%93-Front-8MP-Rear-13MP-Camera-11.0%E2%80%B3-WUXGA-Multitouch-Display.jpg,Lenovo-Tab-M11-Android-Tablet-4GB-Memory-%E2%80%93-128GB-Storage-%E2%80%93-Front-8MP-Rear-13MP-Camera-11.0%E2%80%B3-WUXGA-Multitouch-Display.jpg
MacBook Air 13″ – M4 Chip – 256GB + 16GB -Midnight,156699,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Macbook-Air-M4-13-Inch-Midnight.webp,Macbook-Air-M4-13-Inch-Midnight.webp
Meta Quest 3S VR Headset,42000,https://www.avicomm.co.ke/wp-content/uploads/2026/02/meta_quest_sk_1000209_01_3s_advanced_all_in_one_vr_1727373988_18476692.jpg,meta_quest_sk_1000209_01_3s_advanced_all_in_one_vr_1727373988_18476692.jpg
Motorola Edge 70 – 6.67″- 512GB+12GB,87400,https://www.avicomm.co.ke/wp-content/uploads/2026/02/172183-v7-motorola-edge-70-mobile-phone-hres-5.png,172183-v7-motorola-edge-70-mobile-phone-hres-5.png
Motorola Moto G56 5G – 256GB + 12GB – 6.72″,33200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/motorola-moto-g56-5g.png,motorola-moto-g56-5g.png
Motorola Moto G56 5G – 6.72″- 256GB+12GB,33200,https://www.avicomm.co.ke/wp-content/uploads/2026/02/motorola_moto_g56_negro_2_-2048x2048-1.jpg,motorola_moto_g56_negro_2_-2048x2048-1.jpg
Motorola Moto G86 Power 5G – 6.67″- 512GB+8GB,43800,https://www.avicomm.co.ke/wp-content/uploads/2026/02/167426-800-800-2048x2048-1.jpg,167426-800-800-2048x2048-1.jpg
NOKIA 105 – Dual Sim,2000,https://www.avicomm.co.ke/wp-content/uploads/2024/10/8.jpg,8.jpg
OnePlus Nord 4 – 256GB+12GB – 6.74″,,https://www.avicomm.co.ke/wp-content/uploads/2025/07/OnePlus-Nord-4-b.jpg,OnePlus-Nord-4-b.jpg
OnePlus Nord 5 – 6.83″,69600,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Oneplus-Nord-5-a.jpg,Oneplus-Nord-5-a.jpg
OnePlus Nord CE 5 – 6.67″,43400,https://www.avicomm.co.ke/wp-content/uploads/2025/08/OnePlus-Nord-CE4-Lite-a-1.jpg,OnePlus-Nord-CE4-Lite-a-1.jpg
OnePlus SUPERVOOC 100W Power Adapter,3800,https://www.avicomm.co.ke/wp-content/uploads/2025/07/OnePlus-SUPERVOOC-100W-Dual-Ports-Power-Adapter.jpg,OnePlus-SUPERVOOC-100W-Dual-Ports-Power-Adapter.jpg
OPPO A3x 4G – 6.67″,14300,https://www.avicomm.co.ke/wp-content/uploads/2024/10/Oppo-A3X-4G-a.jpg,Oppo-A3X-4G-a.jpg
Oppo A5,23800,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Oppo-A5-4G.jpg,Oppo-A5-4G.jpg
Oppo A5 Pro – 6.67″ – 256GB + 8GB,32200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Oppo-A5-Pro-b.jpg,Oppo-A5-Pro-b.jpg
Oppo A6x,15600,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Oppo-A6x-4G-a.webp,Oppo-A6x-4G-a.webp
Oppo Reno 12F 5G – 6.67″ – 256GB + 12GB,56000,https://www.avicomm.co.ke/wp-content/uploads/2024/10/Oppo-Reno-12F-5G-a.jpg,Oppo-Reno-12F-5G-a.jpg
