ID,Name,Brand,Color,Variants,image_name,ImageName,ImageExt,ImageWsrv,Currency,Price,StockStatus,StockQuantity,Categories,Description,spec1,spec2,spec3,spec4,spec5,spec6,spec7,Image1,Image2,Image3
19574,Motorola Edge 70 - 6.67″- 512GB+12GB,Motorola,,,172183-v7-motorola-edge-70-mobile-phone-hres-5.png,172183-v7-motorola-edge-70-mobile-phone-hres-5,png,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2F172183-v7-motorola-edge-70-mobile-phone-hres-5-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,87400,instock,,,"Motorola Edge 70 The Motorola Edge 70 5G price brings high-end performance in a stylish and durable body. With a 6.67-inch P-OLED display, Snapdragon 7 Gen 4 processor, and dual 50 MP rear cameras, this phone delivers smooth multitasking, immersive media experiences, and versatile photography. Available with up to 512 GB storage and 12 GB RAM, it ensures seamless app switching and fast data access. Power, Performance & Availability The Motorola Edge 70 5G combines powerful Snapdragon 7 Gen 4 (4 nm) processing with 12 GB RAM to handle gaming, streaming, and multitasking efficiently. The 4,800 mAh battery provides long-lasting power, while 68W wired fast charging and 15W wireless charging keep you connected all day. Specifications & Features Display & Design - The phone features a 6.67-inch P-OLED display with 120 Hz refresh rate and 1220 × 2712 resolution. HDR support and vivid colors make media and gaming immersive. The slim curved-edge design and premium build deliver a sleek, elegant look. Performance - Powered by Snapdragon 7 Gen 4 processor and 12 GB RAM, the Motorola Edge 70 5G handles high-demand apps, games, and multitasking without lag. Storage options up to 512 GB UFS 4.0 ensure fast data access. Camera - The dual 50 MP rear cameras include a wide lens with OIS and an ultrawide sensor that doubles as a macro shooter. The 50 MP front camera produces crisp selfies and video calls with excellent detail even in low light. Battery & Charging - Equipped with a 4,800 mAh battery, the phone supports 68W wired fast charging and 15W wireless charging. This ensures long-lasting usage and convenient recharging throughout the day. Software & UI - Runs Android 16 with near-stock experience and Moto enhancements for gestures, personalization, and privacy. Offers smooth navigation and intuitive controls for an enhanced user experience. Connectivity & Extras - Supports 5G, Wi-Fi, Bluetooth 5.4, NFC, USB-C, and dual SIM. Features under-display fingerprint sensor for secure access.","Battery & Charging: Equipped with a 4,800 mAh battery, the phone supports 68W wired fast charging and 15W wireless charging. This ensures long-lasting usage and convenient recharging throughout the day.","Software & UI: Runs Android 16 with near-stock experience and Moto enhancements for gestures, personalization, and privacy. Offers smooth navigation and intuitive controls for an enhanced user experience.","Connectivity & Extras: Supports 5G, Wi-Fi, Bluetooth 5.4, NFC, USB-C, and dual SIM. Features under-display fingerprint sensor for secure access.",,,,,https://www.avicomm.co.ke/wp-content/uploads/2026/02/172183-v7-motorola-edge-70-mobile-phone-hres-5.png,https://www.avicomm.co.ke/wp-content/uploads/2026/02/172183-v7-motorola-edge-70-mobile-phone-hres-5-768x768.png,https://www.avicomm.co.ke/wp-content/uploads/2026/02/172183-v7-motorola-edge-70-mobile-phone-hres-5.png
19557,Xiaomi Redmi Note 15 Pro - 6.83″ - Black,Xiaomi,,"select-variation: 256GB+8GB, 512GB+12GB",Redmi-Note-15-Pro-5G-5.webp,Redmi-Note-15-Pro-5G-5,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2026%2F02%2FRedmi-Note-15-Pro-5G-5-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,42000,instock,,Smartphone,"Redmi Note 15 Pro The Redmi Note 15 Pro was launched on 6 January 2026, the smartphone weighs 210g and measures 163.6 × 78.1 × 8 mm, offering a solid yet comfortable in-hand feel. It features a glass front protected by Corning Gorilla Glass Victus 2, paired with either a plastic back or eco-leather silicone polymer finish, and a plastic frame that delivers a premium look and refined aesthetics. Designed for durability, the device carries an IP68/IP69K rating, making it resistant to dust and water, including freshwater submersion to a depth of 2 meters for 24 hours. This flagship-level protection, combined with Gorilla Glass Victus 2 on the display, places the Redmi Note 15 Pro 5G among the most durable mid-range smartphones available in 2026. The phone features a large 6.83-inch AMOLED display with a sharp 447 ppi pixel density, a 120Hz refresh rate, and up to 3,200 nits of peak brightness, ensuring excellent visibility and smooth performance during gaming, video streaming, and everyday social media use. Running on Android 15, the device is powered by HyperOS 2, offering a refined user experience with improved system optimization and AI-enhanced features. Performance is handled by the MediaTek Dimensity 7400 Ultra (4nm) chipset, paired with up to 12GB RAM and 512GB internal storage, delivering smooth multitasking, reliable gaming, fast app loading, and efficient file handling. Built with practicality in mind, the Redmi Note 15 Pro 5G supports dual SIM functionality and 5G connectivity, making it a future-ready option for Kenyan users in 2026. Powering the device is a massive 6,850 mAh battery, capable of lasting more than a full day of typical use. Support for 45W wired fast charging and 22.5W reverse wired charging further enhances convenience, making it a dependable companion for work, travel, and daily productivity. The Redmi Note 15 Pro 5G, part of the refreshed and impressive Note 15 Series, delivers excellent durability, strong performance, modern software, and outstanding battery life — offering exceptional value for money in the mid-range smartphone segment.","select-variation: 256GB+8GB, 512GB+12GB",,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Redmi-Note-15-Pro-5G-5.webp,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Redmi-Note-15-Pro-5G-5-768x768.webp,
19547,Xiaomi Redmi Note 15 - 6.77″ - Purple,Xiaomi,,"select-variation: 128GB+6GB, 256GB+8GB",Redmi-Note-15.webp,Redmi-Note-15,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2FRedmi-Note-15-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,28500,instock,,Smartphone,"Redmi Note 15 Redmi Note 15 isesigned for users seeking a reliable mid-range phone with strong performance, a premium display, and long battery life, the Redmi Note 15 delivers excellent value for money in its segment. The handset features a slim, modern design measuring 164 × 75.4 × 7.9 mm and weighing only 183.7 g, making it comfortable for one-handed use and for extended daily use. Its refined build gives it a premium feel while maintaining durability for everyday handling. Running on Android 15 with Xiaomi HyperOS 2, the Redmi Note 15 offers a smooth, intuitive user experience. The device is guaranteed up to four major Android upgrades, ensuring long-term software support, improved security updates, and compatibility with future applications. Powering the phone is the MediaTek Helio G100 Ultra processor built on a 6 nm architecture, delivering efficient performance for multitasking, browsing, content streaming, and light gaming. With up to 8GB RAM and 512GB internal storage, users enjoy fast app launches, stable performance, and generous storage capacity. Immersive Display One of the standout features of the Redmi Note 15 is its large 6.77-inch AMOLED display. The screen supports a 120Hz refresh rate, 68 billion colors, 3840Hz PWM dimming, and an impressive peak brightness of up to 3200 nits. With a resolution of 1080 × 2392 pixels and a pixel density of approximately 388 ppi, the display delivers sharp visuals, vibrant colors, and smooth scrolling, making it ideal for gaming, social media, video streaming, and video calls. For photography, the Redmi Note 15 features a 108MP primary rear camera with an auxiliary sensor, capable of capturing detailed photos in various lighting conditions. Video recording is supported at up to 1080p resolution. On the front, the 20MP selfie camera produces clear images and supports 1080p video recording, making it suitable for selfies, video conferencing, online meetings, and content creation. Audio output is enhanced by dual stereo speakers with Dolby Atmos support, delivering immersive, balanced sound for media consumption, gaming, and music playback. The Redmi Note 15 delivers reliable connectivity with dual SIM support, Wi-Fi, Bluetooth 5.3, NFC, USB Type-C, GPS, and essential onboard sensors, ensuring seamless communication and everyday use. Battery performance is another major strength of the device. It is powered by a large 6000 mAh battery that easily lasts more than a full day of normal use. The phone supports 33W fast wired charging, allowing quick power top-ups, as well as 18W reverse wired charging for added convenience when charging compatible accessories.","select-variation: 128GB+6GB, 256GB+8GB",,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2026/01/Redmi-Note-15.webp,https://www.avicomm.co.ke/wp-content/uploads/2026/01/Redmi-Note-15-768x768.webp,
19536,JBL Tune 780NC,JBL,"Black, Blue",,1.webp,1,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2F01.webp&w=768&fit=contain&trim=10&output=png,KShs,10200,instock,,Headphones,"JBL Tune 780NC Your music takes center stage with JBL Tune 780NC wireless headphones. JBL Pure Bass Sound and immersive Spatial Sound surround you with crisp, powerful music, while Adaptive Noise Cancelling keeps you free from distractions. The sleek over-ear design with subtle metal accents makes a statement in your choice of stylish colors. Up to 76 hours of battery life means you can go a week between charges. And if you do need a top-up, five minutes gets you another 5 hours—or just plug in the detachable headphone cable to stay in the groove. With 2 mics that accurately pick-up your voice, calls sound perfect on both ends. Seamless Bluetooth® switching makes it easy to stay connected across devices, while the JBL Headphones app lets you tailor the sound of your music and crystal-clear calls with ease. They’re lightweight enough to wear all day, and foldable so they slip easily into any bag when the music’s over. From morning podcasts to all-night playlists, JBL Tune 780NC headphones are built to keep up and stand out.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2026/01/01.webp,https://www.avicomm.co.ke/wp-content/uploads/2026/01/01.webp,https://www.avicomm.co.ke/wp-content/uploads/2026/01/02.webp
19444,Samsung Galaxy Tab A11 - 64GB+4GB - 8.7″,,,,Samsung-Galaxy-Tab-A11.jpg,Samsung-Galaxy-Tab-A11,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F11%2FSamsung-Galaxy-Tab-A11-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,19600,instock,,Tablets,"Samsung Galaxy Tab A11 Samsung Galaxy Tab A11 released on 12th September 2025, measures 335/337g and weighs 211 x 124.7 x 8 mm. Supporting Nano-SIM, it proves quite versatile for a budget device. The 8.7-inch TFT display comes with 800 x 1340 pixels, a 5:3 ratio (~179 ppi density) resolution. Though not as supreme as the more premium tablets, it gets the job done when it comes to social media engagement and consumption, general browsing, and research. Subte Powering Mechanism Running on Android 15, One UI 7, and powered by Mediatek Helio G99 (6 nm), the A11 is as good as they come for a budget tablet at that price. You get the latest Android apps and UI experience, even though the G99 leaves a lot to be desired when it comes to processing capabilities. Anchored with 64GB 4GB RAM / 128GB 8GB RAM, you can carry through your work and fun without compromise on experience, thanks to ample storage and RAM for that price. An 8MP primary camera and 5MP selfie lens are quite basic, but fit the purpose and needs of the Galaxy Tab A11. For front selfies, conference calls, scanning documents for official use, and QR codes for smart access to websites and profiles, this is sufficient. 4G Connectivity As pointed out earlier, the Tab A11 is 4G enabled, supporting Nano-SIM (cellular model only). Enjoy seamless Wi-Fi connectivity thanks to the Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct. Wirelessly connect to other devices in the Galaxy ecosystem via Bluetooth v5.3, A2DP, LE. GPS? No worries with the accurate GPS, GLONASS, BDS, GALILEO, QZSS package for location and pinpointing places as you explore unfamiliar areas. Notably, Tab A11 does not support NFC or FM Radio. Powering this budget-friendly, production-inclined device is a 5100mAh battery. Recharge fast with the 15W wired adapter, which comes along with the tablet. Available in Gray and Silver, you will not miss a moment, whether in the office, out in the field, or at home with family and friends as you catch up.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/11/Samsung-Galaxy-Tab-A11.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/11/Samsung-Galaxy-Tab-A11-768x768.jpg,
19304,AirPods Pro 3,Apple,,,AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya.webp,AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F10%2FAirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,39200,instock,,Music,"AirPods Pro 3 Introducing the world’s best in-ear Active Noise Cancellation for the most immersive listening experience ever. Designed with an upgraded acoustic seal, AirPods Pro 3 automatically adapt to your environment and preferences. And new ultra-low-noise microphones remove even more unwanted sound. So you only hear what you want — in an unheard-of audio experience. The sound of science. Powered by the Apple-designed H2 chip, AirPods Pro 3 feature a completely redesigned acoustic architecture that brings breathtaking, all-around-you audio to everything you listen to — from your pump-up playlist to your weekly FaceTime call with family. For your ears only. AirPods Pro 3 feature next-generation Adaptive EQ, which customizes a sound signature for your unique ear geometry and fit. And Personalized Volume uses machine learning to understand your listening patterns and adapt to your preferences over time. Introducing heart rate sensing. All-new heart rate sensing helps you track your heart rate and calories burned during workouts. Using LEDs that pulse invisible light 256 times per second — and sensor fusion from the accelerometers — AirPods Pro 3 give you incredibly accurate data for up to 50 different workout types in the Fitness app. And with a more secure in-ear fit, you can go all out and they won’t come out. Fitness app. With just AirPods Pro 3 and iPhone, you can dive into the new workout experience in the Fitness app, which includes things like walking, cycling, and HIIT. You can set your favorite music and podcasts to play automatically when you start a workout. With the new Apple Intelligence–enabled Workout Buddy feature, you can get personalized messages that keep you going. And with access to your Move ring — and even the Burn Bar in Fitness+ — you might just never stop. IP57 dust, sweat, and water resistance. A first for AirPods, an IP57 rating means AirPods Pro 3 are more durable than ever. Thanks to precision engineering combined with robust testing, you can feel confident during even the sweatiest workouts. Check, aid, and help protect your hearing. AirPods Pro 3 bring improvements to the world’s first end-to-end hearing health experience. Now you can take a scientifically validated Hearing Test in a broader range of background conditions. The Hearing Aid feature adds improved voice clarity, automatic Conversation Boost, and 67 percent more battery life in Transparency on a single charge. And active Hearing Protection helps prevent exposure to loud environmental noise. Learn more Magic to your ears. AirPods Pro 3 are packed with features that make even the simplest moments seem extraordinary. From the all-new Live Translation feature5 to superconvenient camera control, there’s so much more to AirPods than meets the ear. With Live Translation - powered by Apple Intelligence, you can listen to people speaking in different languages and hear translations through your AirPods Pro 3. To respond, just speak naturally, and your words will appear in the other person’s language on your iPhone screen. To make the experience even more magical, if you both have AirPods Pro 3, you can each speak in your own language and hear translations through your AirPods Simple touch controls - let you do things like raise and lower volume, skip tracks, and send “Unknown Caller” straight to voicemail. And the new camera remote feature lets you control your iPhone to record a video or snap a pic, even from afar. With Siri - you can easily ask for directions, make a call, or check your schedule — all without having to fish your iPhone out of your pocket. And with Apple Intelligence, you can now communicate with Siri more naturally than ever. To set up AirPods Pro 3 - just place them next to your iPhone and follow the onscreen prompts. Use Automatic Switching to have your AirPods seamlessly connect to whichever device you’re listening to. All you have to do is press play. They’re workin’ 9 to 5. The MagSafe Charging Case is full of helpful features — like a built-in speaker and more powerful Precision Finding — that let you keep track of your AirPods Pro 3 no matter where they are. And now just a single charge will take you all the way through the workday. Plus overtime.",,,,,,,,https://www.apple.com/v/airpods-pro/q/images/overview/fitness/fitness_workout_buddy_lifestyle__eavcyne0aaoi_large.png,https://www.avicomm.co.ke/wp-content/uploads/2025/10/AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya.webp,https://www.avicomm.co.ke/wp-content/uploads/2025/10/AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya-768x768.webp
19295,WHOOP Peak 5.0 Sensor,Whoop,,,WHOOP-Peak-5.0-Sensor.jpg,WHOOP-Peak-5.0-Sensor,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F09%2FWHOOP-Peak-5.0-Sensor-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,37200,instock,,,"WHOOP Peak 5.0 Sensor Engineered for elite performance and unmatched precision, the WHOOP Peak 5.0 Sensor redefines what cutting-edge health monitoring feels like. Designed to work seamlessly with the WHOOP Strap 5.0, this sensor utilizes advanced biometric technology to deliver highly accurate data on heart rate, skin temperature, and blood oxygen levels. Whether you are crushing a high-intensity workout or winding down for sleep, the WHOOP Peak 5.0 Sensor ensures your body insights are real-time, reliable, and incredibly detailed. Additionally, thanks to enhanced algorithmic intelligence and adaptive calibration, it continuously fine-tunes its readings to match your physiology, giving athletes and health-conscious users an unrivaled edge. From sleep optimization and strain analysis to recovery tracking and HRV measurement, the WHOOP Peak 5.0 Sensor goes beyond basic monitoring—it empowers users with strategic, science-driven feedback. Furthermore, the sensor integrates effortlessly into your daily routine, offering a low-profile, comfortable design that never interferes with performance. Transitioning between activities is effortless, and the sensor maintains consistent monitoring whether you are training, traveling, or resting. As a result, it has become the go-to sensor for professionals who demand elite-grade insights without compromising comfort or style. Moreover, with WHOOP’s cutting-edge app ecosystem and personalized coaching features, the data captured by the Peak 5.0 Sensor transforms into actionable guidance. By leveraging power metrics and performance zones, users can optimize workouts, elevate recovery, and fine-tune sleep schedules with surgical precision. In essence, the WHOOP Peak 5.0 Sensor isn’t just a tool—it’s a gateway to peak human potential. Ideal for ambitious athletes, biohackers, or anyone serious about achieving their optimal health state, it’s time to upgrade your body IQ with WHOOP’s most intelligent sensor yet. Whether you are pushing boundaries or mastering recovery, the WHOOP Peak 5.0 Sensor ensures that every heartbeat, every breath, and every step is measured with revolutionary accuracy.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/09/WHOOP-Peak-5.0-Sensor.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/09/WHOOP-Peak-5.0-Sensor-768x768.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/09/WHOOP-Peak-5.0-Sensor.jpg
19245,"Powerology 8 in 1 Power Bank Station - 10,000mAh",Powerology,,,Powerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1.jpg,Powerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2FPowerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,9600,instock,,,"Powerology 8 in 1 Power Bank Station Never run out of battery with the Powerology 8-in-1 Power Bank Station with Built-In Lightning and Type-C Cables. This portable charging device provides multiple charging options for various devices including, iOS and Android phones. Thanks to its exceptional features, such as its fantastic design, great capacity, efficient charging capability, and rapid charging, the Powerology 8 in 1 Power Bank Station gained popularity among a lot of people. Powerology 8 in 1 Power Bank Station Unique Selling Points High Capacity: Equipped with a total capacity of 80,000mAh, providing ample power for charging multiple devices. Compact Design: Despite its high capacity, the power bank station is compact and portable, making it easy to carry around. Built-In Cables: Features built-in Lightning and Type-C cables, offering convenience and eliminating the need for additional cables. Multiple Charging Ports: Includes 4 external USB ports on the station dock, allowing you to charge up to four devices simultaneously. Fast Charging: Delivers 15W fast wireless charging for Qi-compatible devices and 20W Power Delivery (PD) for faster charging of compatible devices. Safety Features: Designed with safety in mind, including overcharge protection and short circuit protection to ensure the safety of your devices. Rapid Recharge Station: The station allows for rapid recharging of the power bank units, ensuring they are always ready to use. Versatile Use: Suitable for charging a wide range of devices, including smartphones, tablets, and other small electronics","High Capacity: Equipped with a total capacity of 80,000mAh, providing ample power for charging multiple devices.","Compact Design: Despite its high capacity, the power bank station is compact and portable, making it easy to carry around.","Built-In Cables: Features built-in Lightning and Type-C cables, offering convenience and eliminating the need for additional cables.","Multiple Charging Ports: Includes 4 external USB ports on the station dock, allowing you to charge up to four devices simultaneously.",Fast Charging: Delivers 15W fast wireless charging for Qi-compatible devices and 20W Power Delivery (PD) for faster charging of compatible devices.,"Safety Features: Designed with safety in mind, including overcharge protection and short circuit protection to ensure the safety of your devices.","Rapid Recharge Station: The station allows for rapid recharging of the power bank units, ensuring they are always ready to use.",https://www.avicomm.co.ke/wp-content/uploads/2025/08/Powerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Powerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1-768x768.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Powerology-8-in-1-Power-Bank-Station-with-Built-In-Lightning-and-Type-C-Cable-1.jpg
19232,Shokz OpenRun Pro 2,Shokz,,,shokz_openrun_pro_22-1741895378-0.jpg,shokz_openrun_pro_22-1741895378-0,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2Fshokz_openrun_pro_22-1741895378-0.jpg&w=768&fit=contain&trim=10&output=png,KShs,23400,instock,,,"Shokz OpenRun Pro 2 The Shokz OpenRun Pro 2 represents a significant advancement in bone conduction headphone technology, offering athletes and active individuals an unparalleled combination of situational awareness, comfort and superior audio quality. Design & Comfort Featuring an open-ear design, the Shokz OpenRun Pro 2 ensures users remain connected to their surroundings, enhancing safety during outdoor activities. The flexible neckband, constructed from premium nickel-titanium alloy, provides a secure and comfortable fit, accommodating various head sizes and shapes. Weighing approximately 30.3 grams, these headphones are lightweight, minimizing fatigue during extended use. Audio Performance At the core of the Shokz OpenRun Pro 2 is Shokz’s innovative DualPitch Technology, which combines bone conduction for precise mids and highs with air conduction speakers dedicated to delivering powerful bass. This dual-driver system results in a dynamic and clear audio experience, addressing previous limitations in bass reproduction commonly associated with bone conduction headphones. Battery Life The device offers up to 12 hours of continuous playback, catering to long training sessions or daily commutes. A quick charge feature provides approximately 2.5 hours of use from just a 5-minute charge, ensuring minimal downtime. A full charge is achieved in about 1 hour, facilitated by the convenient USB-C charging port. Connectivity Equipped with Bluetooth 5.3, the OpenRun Pro 2 ensures stable and efficient wireless connections. Notably, it supports multipoint pairing, allowing users to connect to two devices simultaneously, enhancing versatility across different devices. Durability With an IP55 rating, these headphones are resistant to sweat and water, making them suitable for various weather conditions and intense workouts. This durability ensures longevity and reliability for active users. User Interface The OpenRun Pro 2 maintains physical control buttons, offering intuitive operation for volume adjustments, track changes and call management. This tactile interface is particularly beneficial during physical activities, where quick and precise control is essential. Microphone Quality Integrated wind-resistant microphones ensure clear call quality, even in challenging environmental conditions. This feature is crucial for users who need to stay connected while on the move. Charging Port Transitioning from a proprietary charging system, the OpenRun Pro 2 now features a USB-C port, aligning with modern charging standards and providing faster, more convenient charging options.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/08/shokz_openrun_pro_22-1741895378-0.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/shokz_openrun_pro_22-1741895378-0.jpg,
19228,Sony DualSense Edge Controller,Sony,,,DualSense-Edge-Wireless-Controller.jpg,DualSense-Edge-Wireless-Controller,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2FDualSense-Edge-Wireless-Controller-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,28200,instock,,Playstation,"Sony DualSense Edge Controller DualSense Edge Wireless Controller for PlayStation 5 weighs 1.21kg and measures 8 x 8 x 4.5 inches. Built with high performance and personalization in mind, this new PS5 controller invites you to craft your own unique gaming experience so you can play your way. Find your edge with customizable controls and swappable profiles that can help equip you for anything from pro-level tournaments to epic single-player adventures. Custom settings make your wireless controller uniquely yours. Experience all the immersive features of the Sony DualSense Edge Controller, including haptic feedback, adaptive triggers, a built-in microphone, motion controls, and more in supported titles. Unconditionally, enjoy the same signature comfort of the original Sony DualSense Edge Controller, now enhanced with slip-resistant inner grips. It is ideal for long sessions in single-player games and staying comfortable during intense competitive play.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/08/DualSense-Edge-Wireless-Controller.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/DualSense-Edge-Wireless-Controller-768x768.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/DualSense-Edge-Wireless-Controller.jpg
19224,Sony DualSense Controller,Sony,,,PlayStation-5-DualSense-Wireless-Controller.jpg,PlayStation-5-DualSense-Wireless-Controller,jpg,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2FPlayStation-5-DualSense-Wireless-Controller-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,10200,instock,,Playstation,Sony DualSense Controller,,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PlayStation-5-DualSense-Wireless-Controller.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PlayStation-5-DualSense-Wireless-Controller-768x768.jpg,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PlayStation-5-DualSense-Wireless-Controller.jpg
19219,Sony PS5 Pro 2TB,Sony,,,PS5-PlayStation-5-Pro.webp,PS5-PlayStation-5-Pro,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2FPS5-PlayStation-5-Pro-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,124200,instock,,Playstation,"Sony PS5 Pro 2TB Experience the pinnacle of gaming technology with the Sony PS5 Pro. Designed for those who demand excellence, this next-gen console redefines what’s possible in the gaming world. Sony PS5 Pro Key Features: 2TB SSD Storage - Never run out of space for your favorite games. With 2TB of ultra-fast SSD storage, enjoy faster load times, seamless transitions, and the ability to store massive game libraries effortlessly. Wi-Fi 7 Connectivity - Stay ahead with Wi-Fi 7 technology, offering lightning-fast download speeds, stable multiplayer sessions, and the ability to stream content in stunning 4K without interruptions. 120Hz Refresh Rate - Immerse yourself in ultra-smooth gameplay. The 120Hz refresh rate delivers fluid motion and razor-sharp visuals, ensuring you never miss a moment in the action. 4K Ultra HD Graphics - Experience gaming like never before with 4K Ultra HD Graphics, providing lifelike details, vibrant colors, and breathtaking visuals. Every frame is crafted for perfection, making every game feel cinematic. Next-Gen Performance - Powered by advanced hardware, the PS5 Pro offers unparalleled performance, with ray tracing, dynamic lighting, and enhanced load times for a truly immersive gaming experience.","120Hz Refresh Rate - Immerse yourself in ultra-smooth gameplay. The 120Hz refresh rate delivers fluid motion and razor-sharp visuals, ensuring you never miss a moment in the action.","Next-Gen Performance - Powered by advanced hardware, the PS5 Pro offers unparalleled performance, with ray tracing, dynamic lighting, and enhanced load times for a truly immersive gaming experience.",2TB SSD Storage -: Never run out of space for your favorite games. With,"2TB of ultra-fast SSD storage: , enjoy faster load times, seamless transitions, and the ability to store massive game libraries effortlessly.",Wi-Fi 7 Connectivity -: Stay ahead with,"Wi-Fi 7: technology, offering lightning-fast download speeds, stable multiplayer sessions, and the ability to stream content in stunning 4K without interruptions.",120Hz Refresh Rate -: Immerse yourself in ultra-smooth gameplay. The,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PS5-PlayStation-5-Pro.webp,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PS5-PlayStation-5-Pro-768x768.webp,https://www.avicomm.co.ke/wp-content/uploads/2025/08/PS5-PlayStation-5-Pro.webp
19205,JBL PartyLight Stick,JBL,,,JBL_PARTYLIGHT_STICK_BACK_014_x2.webp,JBL_PARTYLIGHT_STICK_BACK_014_x2,webp,https://wsrv.nl/?url=https%3A%2F%2Fwww.avicomm.co.ke%2Fwp-content%2Fuploads%2F2025%2F08%2FJBL_PARTYLIGHT_STICK_BACK_014_x2.webp&w=768&fit=contain&trim=10&output=png,KShs,16800,instock,,Party Speakers,"JBL PartyLight Stick Dazzle your crowd with the JBL PartyLight Stick. This colorful, energetic party light instantly syncs with any JBL Auracast™-enabled PartyBox speaker to elevate your indoor or outdoor party space with a pulsing, colorful 360-degree LED light. Amp up your party’s energy from chill glows to dancefloor mania with adjustable motion, speed, and intensity, all easily controlled with the JBL PartyBox app. The IPX4 splashproof light sets up in less than a minute. Best of all, the 8-hour wireless rechargeable battery will last as long as your party. Your guests will feel like they’ve been transported into a futuristic music video.",,,,,,,,https://www.avicomm.co.ke/wp-content/uploads/2025/08/JBL_PARTYLIGHT_STICK_BACK_014_x2.webp,https://www.avicomm.co.ke/wp-content/uploads/2025/08/JBL_PARTYLIGHT_STICK_BACK_014_x2.webp,https://www.avicomm.co.ke/wp-content/uploads/2025/08/JBL_PARTYLIGHT_STICK_FRONT_010_x3.webp
